track_id,name,artist,tags,genre,playcount,text
TROJMTH128F933B45B,Caledonia,Celtic Woman,new_age,,1.0,Celtic Woman new_age 
TRBSBBC128F9328DBF,Just Might (Make Me Believe),Sugarland,country,Country,1.0,Sugarland country Country
TRRGTBD128E078F513,I Never Dreamed,Lynyrd Skynyrd,"rock, 70s, blues_rock",Rock,1.0,"Lynyrd Skynyrd rock, 70s, blues_rock Rock"
TRTEAGP128F14580B3,Never Before,Deep Purple,"rock, classic_rock, hard_rock, progressive_rock, heavy_metal, 70s",Rock,1.0,"Deep Purple rock, classic_rock, hard_rock, progressive_rock, heavy_metal, 70s Rock"
TRBJRZH128F429EA62,The Electric Version,The New Pornographers,"rock, indie_rock, new_wave, indie_pop, 00s, noise",Rock,1.0,"The New Pornographers rock, indie_rock, new_wave, indie_pop, 00s, noise Rock"
TRVESUC128F1477267,Tears Of Rage,The Band,"rock, classic_rock, 60s",,1.0,"The Band rock, classic_rock, 60s "
TRDJNPV128F42988B3,Could We,Cat Power,"indie, pop, female_vocalists, folk, indie_rock, singer_songwriter, acoustic, indie_pop, beautiful, mellow",,1.0,"Cat Power indie, pop, female_vocalists, folk, indie_rock, singer_songwriter, acoustic, indie_pop, beautiful, mellow "
TRPZASU128F427DF85,Murder For The Money,Morphine,"rock, alternative_rock, blues_rock",Rock,1.0,"Morphine rock, alternative_rock, blues_rock Rock"
TROGRKN128F429E9F0,Naked If I Want To,Cat Power,"indie, female_vocalists, folk, blues, acoustic, cover",Rock,1.0,"Cat Power indie, female_vocalists, folk, blues, acoustic, cover Rock"
TRQQBBL12903CFCDE4,Change of Time,Josh Ritter,"indie, folk, singer_songwriter, soundtrack",,1.0,"Josh Ritter indie, folk, singer_songwriter, soundtrack "
TRSJBLT128F429EA02,Maybe Not,Cat Power,"indie, female_vocalists, folk, indie_rock, singer_songwriter, acoustic, piano, indie_pop, love, beautiful, 00s, mellow",,1.0,"Cat Power indie, female_vocalists, folk, indie_rock, singer_songwriter, acoustic, piano, indie_pop, love, beautiful, 00s, mellow "
TRBWDJH128F429E9FF,He War,Cat Power,"indie, female_vocalists, folk, indie_rock, singer_songwriter",Rock,1.0,"Cat Power indie, female_vocalists, folk, indie_rock, singer_songwriter Rock"
TRJQOXD128F1465A6A,Like Gold,Erlend Øye,"electronic, chillout, electro",Electronic,1.0,"Erlend Øye electronic, chillout, electro Electronic"
TRCXEPR128E078E9AF,Spider Monkey,Beth Gibbons & Rustin Man,"rock, female_vocalists, ambient, chillout, acoustic, trip_hop, downtempo",,1.0,"Beth Gibbons & Rustin Man rock, female_vocalists, ambient, chillout, acoustic, trip_hop, downtempo "
TRIRZJW128F1465A63,Sudden Rush,Erlend Øye,"electronic, chillout, electro, chill",Electronic,1.0,"Erlend Øye electronic, chillout, electro, chill Electronic"
TROITAX128F429E9FD,Werewolf,Cat Power,"indie, female_vocalists, folk, indie_rock, singer_songwriter, acoustic, beautiful, 00s, mellow",Rock,1.0,"Cat Power indie, female_vocalists, folk, indie_rock, singer_songwriter, acoustic, beautiful, 00s, mellow Rock"
TRFCKJT128E078E9AB,Tom the Model,Beth Gibbons & Rustin Man,"female_vocalists, singer_songwriter, chillout, trip_hop, downtempo, mellow",,1.0,"Beth Gibbons & Rustin Man female_vocalists, singer_songwriter, chillout, trip_hop, downtempo, mellow "
TRUISIU12903CE483F,The Ghost Of You and I,Story of the Year,"rock, alternative, metal, alternative_rock, post_hardcore",,1.0,"Story of the Year rock, alternative, metal, alternative_rock, post_hardcore "
TRHPZIT128F148B263,She Hates Me,Richard Cheese,"cover, lounge",Rock,1.0,"Richard Cheese cover, lounge Rock"
TRFXXOG128E07928CD,What Up Gangsta,50 Cent,"rap, hip_hop",Rap,1.0,"50 Cent rap, hip_hop Rap"
TRFSZZD128F149F336,Biscuits,Method Man,"rap, hip_hop",Rap,1.0,"Method Man rap, hip_hop Rap"
TRTFBZU128F1452770,Yamore,Salif Keita,,World,1.0,Salif Keita  World
TRZDMLR128F42854CB,I'm Gonna Miss Her,Brad Paisley,country,Country,1.0,Brad Paisley country Country
TRIIZSU128F9309ABA,Death Dies Hard,Deathstars,"industrial, gothic_metal, gothic",Metal,1.0,"Deathstars industrial, gothic_metal, gothic Metal"
TRMDBEE128E0798845,Something Diabolical,Bloodhound Gang,"rock, alternative, alternative_rock, punk_rock",Rock,1.0,"Bloodhound Gang rock, alternative, alternative_rock, punk_rock Rock"
TRLYJRK128F42923A6,Break Myself,Something Corporate,"rock, alternative, punk, piano, emo",Rock,1.0,"Something Corporate rock, alternative, punk, piano, emo Rock"
TRBFKOV128F426DDF1,Birds and the Bees,The Bird and the Bee,"indie, female_vocalists, indie_pop, beautiful, chill",Rock,1.0,"The Bird and the Bee indie, female_vocalists, indie_pop, beautiful, chill Rock"
TRIQIAF128E0788692,Try a Little Tenderness,Michael Bublé,"jazz, male_vocalists, love, mellow, chill",,1.0,"Michael Bublé jazz, male_vocalists, love, mellow, chill "
TRBAQCZ128F4296339,Backslider,Wild Belle,reggae,Electronic,1.0,Wild Belle reggae Electronic
TRUJMAW128F4261E2D,What A Friend,Esperanza Spalding,"jazz, japanese",,1.0,"Esperanza Spalding jazz, japanese "
TRMCRJT128F4254260,Needy Girl,Chromeo,"electronic, dance, funk, electro, synthpop",,1.0,"Chromeo electronic, dance, funk, electro, synthpop "
TRYQZRH128F92F4918,Excuse Me Mr.,Ben Harper,"rock, folk, singer_songwriter, blues, acoustic",,1.0,"Ben Harper rock, folk, singer_songwriter, blues, acoustic "
TROPEIV128F428F5A8,Fatal,Pearl Jam,"rock, alternative, grunge",Rock,1.0,"Pearl Jam rock, alternative, grunge Rock"
TRDFGDH128F424BDD3,Constant Knot,City and Colour,"folk, singer_songwriter, acoustic, mellow",,1.0,"City and Colour folk, singer_songwriter, acoustic, mellow "
TRGNOFL128EF34E4D5,Dirty And Left Out,The Almost,"rock, acoustic, emo, post_hardcore, beautiful",Rock,1.0,"The Almost rock, acoustic, emo, post_hardcore, beautiful Rock"
TRPZBNR128EF34DF92,Drive There Now,The Almost,"rock, alternative, alternative_rock, hardcore, emo, post_hardcore",Rock,1.0,"The Almost rock, alternative, alternative_rock, hardcore, emo, post_hardcore Rock"
TRKABMK128F426BF72,Meadowlarks,Fleet Foxes,"rock, alternative, indie, folk, acoustic, american, mellow",,1.0,"Fleet Foxes rock, alternative, indie, folk, acoustic, american, mellow "
TRKQQLI128F931C7E2,Want To,Dua Lipa,"pop, synthpop",Rock,1.0,"Dua Lipa pop, synthpop Rock"
TRIUVNU128EF34DF9B,Everything That Makes Me Sick,The Almost,"rock, alternative, alternative_rock, punk, post_hardcore",Rock,1.0,"The Almost rock, alternative, alternative_rock, punk, post_hardcore Rock"
TRYPFZT128F429EB47,The Bones of an Idol,The New Pornographers,"indie, indie_rock, indie_pop",Rock,1.0,"The New Pornographers indie, indie_rock, indie_pop Rock"
TRZFXSA128F93073BE,The Unforgiven III,Metallica,"rock, metal, hard_rock, heavy_metal, thrash_metal",Metal,1.0,"Metallica rock, metal, hard_rock, heavy_metal, thrash_metal Metal"
TREOVWY128F9320A38,Nomenclature,Andrew Bird,"rock, indie, singer_songwriter, guitar, mellow, chill",Rock,1.0,"Andrew Bird rock, indie, singer_songwriter, guitar, mellow, chill Rock"
TRLDSJU128F42858C5,Untitled Roadside Demo,Black Moth Super Rainbow,"electronic, experimental, psychedelic, post_rock, psychedelic_rock, mellow",Rock,1.0,"Black Moth Super Rainbow electronic, experimental, psychedelic, post_rock, psychedelic_rock, mellow Rock"
TRCCOHD128F148C233,Popular Mechanics for Lovers,Beulah,"indie, soundtrack, indie_pop, love",Rock,1.0,"Beulah indie, soundtrack, indie_pop, love Rock"
TRMKFPN128F42858C3,Caterpillar House,Black Moth Super Rainbow,"psychedelic, psychedelic_rock",Rock,1.0,"Black Moth Super Rainbow psychedelic, psychedelic_rock Rock"
TRGRNZL128F1497984,At the Bottom of Everything,Bright Eyes,"alternative, indie, folk, indie_rock, singer_songwriter, acoustic, emo, love, 00s",Rock,1.0,"Bright Eyes alternative, indie, folk, indie_rock, singer_songwriter, acoustic, emo, love, 00s Rock"
TREGZUW128F1458AA2,Jocko Homo,Devo,"80s, new_wave, post_punk, 70s",Rock,1.0,"Devo 80s, new_wave, post_punk, 70s Rock"
TRCCRLS128F92E0591,Let's Trade Skins,Great Lake Swimmers,"indie, folk",,1.0,"Great Lake Swimmers indie, folk "
TRRUGBL128F4293128,Untitled (Piano),Gang Gang Dance,"experimental, post_rock, noise",Rock,1.0,"Gang Gang Dance experimental, post_rock, noise Rock"
TRHFEMY128F14979BA,A Better Son/Daughter,Rilo Kiley,"indie, female_vocalists, folk, singer_songwriter, indie_pop, emo, love, beautiful, mellow",Rock,1.0,"Rilo Kiley indie, female_vocalists, folk, singer_songwriter, indie_pop, emo, love, beautiful, mellow Rock"
TRLIZMW128F42858B7,Sun Lips,Black Moth Super Rainbow,"experimental, psychedelic",Rock,1.0,"Black Moth Super Rainbow experimental, psychedelic Rock"
TRHTYWL128F429EFD8,You Can't Hold the Hand of a Rock and Roll Man,Okkervil River,"rock, alternative, indie, indie_rock, guitar",Rock,1.0,"Okkervil River rock, alternative, indie, indie_rock, guitar Rock"
TRDRTRR128F931E65D,Can't Go Back Now,The Weepies,"indie, folk, singer_songwriter, acoustic, indie_pop, beautiful, 00s, mellow, chill",,1.0,"The Weepies indie, folk, singer_songwriter, acoustic, indie_pop, beautiful, 00s, mellow, chill "
TRPIAHX128F9315052,Tuesday Moon,Neutral Milk Hotel,"indie, psychedelic",Rock,1.0,"Neutral Milk Hotel indie, psychedelic Rock"
TRUBZOC128F9320A31,Masterswarm,Andrew Bird,"indie, folk, american",Rock,1.0,"Andrew Bird indie, folk, american Rock"
TRILPHY128F42858B6,They Live In the Meadow,Black Moth Super Rainbow,"electronic, jazz, experimental, psychedelic, electro, psychedelic_rock",,1.0,"Black Moth Super Rainbow electronic, jazz, experimental, psychedelic, electro, psychedelic_rock "
TRWOYHS128F931EB5A,Diamond Rings 2007,Deer Tick,"rock, folk, american, country",,1.0,"Deer Tick rock, folk, american, country "
TRRRURP128F42858B3,Melt Me,Black Moth Super Rainbow,"electronic, psychedelic, psychedelic_rock",,1.0,"Black Moth Super Rainbow electronic, psychedelic, psychedelic_rock "
TRMPCGW128F92E0670,Head Rolls Off,Frightened Rabbit,"indie, folk, 00s, guitar",,1.0,"Frightened Rabbit indie, folk, 00s, guitar "
TRBHVEV128F425C018,One In A Million,Bosson,"pop, love, swedish",RnB,1.0,"Bosson pop, love, swedish RnB"
TRAUNEL128F1467D5C,Sloppy (I Saw My Baby Gettin'),Devo,"new_wave, post_punk",Rock,1.0,"Devo new_wave, post_punk Rock"
TRSQBNU128F92DF665,Professional Suicide,Ladyhawke,"electronic, indie, female_vocalists, new_wave, electro, indie_pop, synthpop",,1.0,"Ladyhawke electronic, indie, female_vocalists, new_wave, electro, indie_pop, synthpop "
TRZXERV128F1458FD6,Perfect Way,Scritti Politti,"pop, 80s, new_wave",Rock,1.0,"Scritti Politti pop, 80s, new_wave Rock"
TRCKINQ128F1458737,Always Gonna Love You,Gary Moore,"blues, guitar, blues_rock",,1.0,"Gary Moore blues, guitar, blues_rock "
TRRHQCR128F9305B11,Pretend,Nat King Cole,"jazz, oldies",,1.0,"Nat King Cole jazz, oldies "
TRTXZWO128F4228946,Outro Lado,Zuco 103,chillout,World,1.0,Zuco 103 chillout World
TRXOYEK128F4238FC6,Beni Unutma,Sezen Aksu,classical,Pop,1.0,Sezen Aksu classical Pop
TRKGCIA128F92C315D,Joe's Head,Kings of Leon,"rock, indie, classic_rock, indie_rock, 00s",Rock,1.0,"Kings of Leon rock, indie, classic_rock, indie_rock, 00s Rock"
TRYPUPI12903CC98F2,Writing's On The Wall,Plan B,"soul, rnb, male_vocalists",,1.0,"Plan B soul, rnb, male_vocalists "
TRONURT12903CA8DF6,Feet Won't Touch the Ground,Danny Byrd,drum_and_bass,Electronic,1.0,Danny Byrd drum_and_bass Electronic
TRSEHKD128E0782311,Coffee & TV,Blur,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",Rock,1.0,"Blur rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop Rock"
TRQOUMO128F9324F05,Don't You Forget It,Allah-Las,"rock, alternative, psychedelic, psychedelic_rock",RnB,1.0,"Allah-Las rock, alternative, psychedelic, psychedelic_rock RnB"
TRVJWQC128F92FD55F,The Cosmic Game,Thievery Corporation,"electronic, ambient, chillout, trip_hop, downtempo, lounge, chill",Electronic,1.0,"Thievery Corporation electronic, ambient, chillout, trip_hop, downtempo, lounge, chill Electronic"
TRESBJX128F4262534,Fly Away From Here,Aerosmith,"rock, classic_rock, hard_rock, 80s, love, blues_rock",Rock,1.0,"Aerosmith rock, classic_rock, hard_rock, 80s, love, blues_rock Rock"
TRTCCNS128F427200D,Arms Around Your Love,Chris Cornell,"rock, alternative_rock, male_vocalists, 00s, grunge",Rock,1.0,"Chris Cornell rock, alternative_rock, male_vocalists, 00s, grunge Rock"
TRCESGY128E0780E09,Breakthru,Queen,"rock, classic_rock, hard_rock, 80s, british",Rock,1.0,"Queen rock, classic_rock, hard_rock, 80s, british Rock"
TRGOHEG128F4284129,Velvet Snow,Kings of Leon,"rock, indie, indie_rock, 00s",Rock,1.0,"Kings of Leon rock, indie, indie_rock, 00s Rock"
TRBMWVA128F92FEA9E,"On a Neck, On a Spit",Grizzly Bear,"indie, experimental, folk, acoustic, psychedelic, american, beautiful, 00s",Rock,1.0,"Grizzly Bear indie, experimental, folk, acoustic, psychedelic, american, beautiful, 00s Rock"
TRZDYGB128F9310C23,Sister Awake,The Tea Party,"rock, alternative, progressive_rock, new_age",Rock,1.0,"The Tea Party rock, alternative, progressive_rock, new_age Rock"
TRIUETE128F92FEAB0,Colorado,Grizzly Bear,"experimental, folk, psychedelic, piano, american, downtempo, love, beautiful, mellow",,1.0,"Grizzly Bear experimental, folk, psychedelic, piano, american, downtempo, love, beautiful, mellow "
TRUKAJH128E07822C8,India Rubber,Radiohead,"rock, alternative, alternative_rock, britpop",Rock,1.0,"Radiohead rock, alternative, alternative_rock, britpop Rock"
TRQEYZY128F92E3882,Slip Into Your Skin,Patrick Watson,"alternative, singer_songwriter, beautiful",Rock,1.0,"Patrick Watson alternative, singer_songwriter, beautiful Rock"
TRFVXUC128F9321145,Normal,Porcupine Tree,"progressive_rock, progressive_metal",Latin,1.0,"Porcupine Tree progressive_rock, progressive_metal Latin"
TRXPJQB128EF33FB4D,Us v Them,LCD Soundsystem,"electronic, indie, punk, indie_rock, dance, electro",,1.0,"LCD Soundsystem electronic, indie, punk, indie_rock, dance, electro "
TRYXAQC128F92C5A77,Shadows of Ourselves,Thievery Corporation,"electronic, ambient, chillout, trip_hop, downtempo, french, lounge, chill",Electronic,1.0,"Thievery Corporation electronic, ambient, chillout, trip_hop, downtempo, french, lounge, chill Electronic"
TREXZNI128F92C5A6F,Le Monde,Thievery Corporation,"electronic, ambient, chillout, trip_hop, downtempo, french, mellow, lounge, chill",Electronic,1.0,"Thievery Corporation electronic, ambient, chillout, trip_hop, downtempo, french, mellow, lounge, chill Electronic"
TRJAQLF128F4243D6A,Sao Paulo,Morcheeba,"ambient, chillout, trip_hop, downtempo, lounge",Electronic,1.0,"Morcheeba ambient, chillout, trip_hop, downtempo, lounge Electronic"
TRETRLY128F42858B9,Rollerdisco,Black Moth Super Rainbow,"electronic, psychedelic",Rock,1.0,"Black Moth Super Rainbow electronic, psychedelic Rock"
TRCVORQ128E078BDD8,24 Hour Party People,Happy Mondays,"indie, 80s, new_wave, post_punk",Rock,1.0,"Happy Mondays indie, 80s, new_wave, post_punk Rock"
TROQGSX128F1458AAF,Come Back Jonee,Devo,"new_wave, post_punk, 70s",Rock,1.0,"Devo new_wave, post_punk, 70s Rock"
TRWQBGZ128F42858BE,Spinning Cotton Candy In a Shack Made of Shingles,Black Moth Super Rainbow,"rock, electronic, indie, psychedelic_rock",Rock,1.0,"Black Moth Super Rainbow rock, electronic, indie, psychedelic_rock Rock"
TRYKOID128F14649BC,Unrecorded,M83,"electronic, ambient, instrumental, post_rock, beautiful, french",Electronic,1.0,"M83 electronic, ambient, instrumental, post_rock, beautiful, french Electronic"
TRPDXOE128F92E7476,Jealous Of The Moon,Nickel Creek,country,Country,1.0,Nickel Creek country Country
TRRFJFL128F42858BD,When the Sun Grows on Your Tongue,Black Moth Super Rainbow,"electronic, experimental, psychedelic",Rock,1.0,"Black Moth Super Rainbow electronic, experimental, psychedelic Rock"
TRPCYGA128F42858BF,Drippy Eye,Black Moth Super Rainbow,"electronic, experimental, psychedelic, post_rock, electro, downtempo, psychedelic_rock",Rock,1.0,"Black Moth Super Rainbow electronic, experimental, psychedelic, post_rock, electro, downtempo, psychedelic_rock Rock"
TRSMXVB128F42858BC,The Afternoon Turns Pink,Black Moth Super Rainbow,"electronic, psychedelic",,1.0,"Black Moth Super Rainbow electronic, psychedelic "
TRLALIJ128F42858C4,Wall of Gum,Black Moth Super Rainbow,"rock, electronic, psychedelic, psychedelic_rock",,1.0,"Black Moth Super Rainbow rock, electronic, psychedelic, psychedelic_rock "
TRWWMPL128F429EB4C,The Jessica Numbers,The New Pornographers,"indie, indie_rock, indie_pop",Rock,1.0,"The New Pornographers indie, indie_rock, indie_pop Rock"
TRVLDIB128F42415D7,Hotel Chelsea Nights,Ryan Adams,"rock, singer_songwriter, blues, guitar, mellow, lounge",Rock,1.0,"Ryan Adams rock, singer_songwriter, blues, guitar, mellow, lounge Rock"
TRDESQN128E0781C65,Normal Like You,Everclear,"rock, alternative, alternative_rock, grunge",Rock,1.0,"Everclear rock, alternative, alternative_rock, grunge Rock"
TRTTTKL128EF3685F1,667,Soundgarden,grunge,Rock,1.0,Soundgarden grunge Rock
TRXPWSF12903CD327F,Sundial,Wolfmother,"rock, hard_rock, progressive_rock, heavy_metal",Rock,1.0,"Wolfmother rock, hard_rock, progressive_rock, heavy_metal Rock"
TRVPRET128F934C216,Got Some,Pearl Jam,"rock, alternative_rock, grunge",Rock,1.0,"Pearl Jam rock, alternative_rock, grunge Rock"
TRMUVTF128F42B8335,Until We Fall,Audioslave,"rock, alternative_rock, hard_rock, grunge",Rock,1.0,"Audioslave rock, alternative_rock, hard_rock, grunge Rock"
TRRHYYO128E0792F79,Darker Side,Jonny Lang,"rock, blues, guitar, blues_rock",Blues,1.0,"Jonny Lang rock, blues, guitar, blues_rock Blues"
TRVDACY128E0793085,Before You Hit The Ground,Jonny Lang,"blues, guitar, blues_rock",Blues,1.0,"Jonny Lang blues, guitar, blues_rock Blues"
TRHYMHV128F4262E41,Honest Goodbye,Bad Religion,"punk, punk_rock",Rock,1.0,"Bad Religion punk, punk_rock Rock"
TRXSDHD128F1467ED2,Some Kinda Hate,Misfits,"punk, punk_rock, 70s",Punk,1.0,"Misfits punk, punk_rock, 70s Punk"
TRWLDPY128F148D1A9,From Hell They Came,Misfits,"punk, punk_rock",,1.0,"Misfits punk, punk_rock "
TROYAQA128F148D1AF,Day of the Dead,Hollywood Undead,"rock, alternative, hardcore, emo, post_hardcore, screamo",,1.0,"Hollywood Undead rock, alternative, hardcore, emo, post_hardcore, screamo "
TRDQZYO128F148D1B1,Mars Attacks,Misfits,"punk, punk_rock",,1.0,"Misfits punk, punk_rock "
TRCIBMG128EF34DA0C,Pachima,Balkan Beat Box,reggae,,1.0,Balkan Beat Box reggae 
TRBLBJN128F148D1A7,Walk Among Us,Misfits,"punk, punk_rock",,1.0,"Misfits punk, punk_rock "
TRGKEHE128F148D1A4,Abominable Dr. Phibes,Misfits,"punk, instrumental, hardcore, punk_rock",,1.0,"Misfits punk, instrumental, hardcore, punk_rock "
TRYSGKP128E0783A4D,Theme for a Jackal,Misfits,"punk, hardcore, punk_rock, 70s",Punk,1.0,"Misfits punk, hardcore, punk_rock, 70s Punk"
TRAXLCM12903CF44D2,Oh My Fucking God,Strapping Young Lad,"metal, death_metal, heavy_metal, thrash_metal, progressive_metal",Metal,1.0,"Strapping Young Lad metal, death_metal, heavy_metal, thrash_metal, progressive_metal Metal"
TRDENZC128EF363C44,Hermetico,Balkan Beat Box,reggae,,1.0,Balkan Beat Box reggae 
TRHMSLR128F4293F76,Tribal Connection,Gogol Bordello,"rock, alternative, punk, soul, acoustic, funk, reggae",,1.0,"Gogol Bordello rock, alternative, punk, soul, acoustic, funk, reggae "
TRDGRAN12903CF4760,Spirituality,Strapping Young Lad,"metal, death_metal, industrial, thrash_metal, progressive_metal",Metal,1.0,"Strapping Young Lad metal, death_metal, industrial, thrash_metal, progressive_metal Metal"
TRJPJZK128F428A3DB,I'm Already Gone,A Day to Remember,"hardcore, acoustic, metalcore, emo, post_hardcore, screamo",Country,1.0,"A Day to Remember hardcore, acoustic, metalcore, emo, post_hardcore, screamo Country"
TRDSEXL12903CBE259,Your Decision,Alice in Chains,"metal, alternative_rock, hard_rock, heavy_metal, 00s, grunge",,1.0,"Alice in Chains metal, alternative_rock, hard_rock, heavy_metal, 00s, grunge "
TRSJZTM128F92E26BE,Tube Snake Boogie,ZZ Top,"rock, classic_rock, 80s, blues, blues_rock",Rock,1.0,"ZZ Top rock, classic_rock, 80s, blues, blues_rock Rock"
TRMIDUU128F42B0DD5,I Stay Away,Alice in Chains,"alternative, alternative_rock, hard_rock, 90s, grunge",Rock,1.0,"Alice in Chains alternative, alternative_rock, hard_rock, 90s, grunge Rock"
TRHUNGN128F931A2F9,Fender Bender,Kid Koala,"instrumental, downtempo",,1.0,"Kid Koala instrumental, downtempo "
TRZISKP12903CC55F9,Tour De Force,Covenant,"electronic, synthpop",Electronic,1.0,"Covenant electronic, synthpop Electronic"
TRYOOQS12903CCDAD0,Pap Smear,Crystal Castles,"electronic, experimental, dance, electro, synthpop",Electronic,1.0,"Crystal Castles electronic, experimental, dance, electro, synthpop Electronic"
TRXYKRV128F4285828,Heat Miser,Massive Attack,"electronic, instrumental, chillout, trip_hop, downtempo",,1.0,"Massive Attack electronic, instrumental, chillout, trip_hop, downtempo "
TRWMXEH128F9317169,And Then Patterns,Four Tet,"electronic, ambient, experimental, instrumental, chillout, trip_hop, downtempo, idm, chill",Electronic,1.0,"Four Tet electronic, ambient, experimental, instrumental, chillout, trip_hop, downtempo, idm, chill Electronic"
TRPZHTR12903CCDABF,Doe Deer,Crystal Castles,"electronic, indie, female_vocalists, experimental, post_punk, electro, noise",Electronic,1.0,"Crystal Castles electronic, indie, female_vocalists, experimental, post_punk, electro, noise Electronic"
TRNEJRG128F425FD88,Jupiter Approach,Digitalism,"electronic, instrumental, dance, german, electro",Electronic,1.0,"Digitalism electronic, instrumental, dance, german, electro Electronic"
TRDAEMU128F92C5A76,Samba Tranquille,Thievery Corporation,"electronic, chillout, funk, trip_hop, downtempo, lounge, chill",Electronic,1.0,"Thievery Corporation electronic, chillout, funk, trip_hop, downtempo, lounge, chill Electronic"
TRNUMRY12903CB6530,On Melancholy Hill,Gorillaz,"rock, electronic, alternative, indie, pop, british, beautiful",,1.0,"Gorillaz rock, electronic, alternative, indie, pop, british, beautiful "
TRTRBFS128E0782AED,When It All Goes Wrong Again,Everclear,"rock, alternative_rock, grunge, screamo",Rock,1.0,"Everclear rock, alternative_rock, grunge, screamo Rock"
TRJPLCI128F932BB1F,Cross-Tie Walker,Creedence Clearwater Revival,"classic_rock, 60s, country",Rock,1.0,"Creedence Clearwater Revival classic_rock, 60s, country Rock"
TRCUDJV128F92F5E82,I.R.S.,Guns N' Roses,"classic_rock, hard_rock",Rock,1.0,"Guns N' Roses classic_rock, hard_rock Rock"
TRUTRMY128F4241B31,Pleasant Valley Sunday,The Monkees,"pop, classic_rock, psychedelic, 60s, oldies",,1.0,"The Monkees pop, classic_rock, psychedelic, 60s, oldies "
TRWMZEV128F92FD399,59,Amatory,"metalcore, russian",Rock,1.0,"Amatory metalcore, russian Rock"
TRZFNXW128F92FD8F8,Planet Of Women,ZZ Top,"rock, hard_rock, 80s, blues, blues_rock",Rock,1.0,"ZZ Top rock, hard_rock, 80s, blues, blues_rock Rock"
TROQFSN12903CA1863,Make It Wit Chu,Queens of the Stone Age,"rock, alternative, alternative_rock, chillout, american, 00s",Rock,1.0,"Queens of the Stone Age rock, alternative, alternative_rock, chillout, american, 00s Rock"
TRMADRF128E07937C9,Mind Riot,Soundgarden,"hard_rock, grunge",Rock,1.0,"Soundgarden hard_rock, grunge Rock"
TRKYRGV128F428941E,Weenie Beenie,Foo Fighters,"rock, alternative, alternative_rock, hard_rock, 90s, grunge",Rock,1.0,"Foo Fighters rock, alternative, alternative_rock, hard_rock, 90s, grunge Rock"
TRCZQXD128F426A4BC,Be For Real,Leonard Cohen,"rock, folk, singer_songwriter, cover",,1.0,"Leonard Cohen rock, folk, singer_songwriter, cover "
TRXLSCP128E078F05B,Empty Glass,Defeater,"hardcore, post_hardcore, screamo",Rock,1.0,"Defeater hardcore, post_hardcore, screamo Rock"
TRTZMDC128F4278F68,Facing Hell,Ozzy Osbourne,heavy_metal,Metal,1.0,Ozzy Osbourne heavy_metal Metal
TRHDARN128F428C0AF,Da Frame 2R,Arctic Monkeys,"rock, indie, indie_rock, british, 00s",Rock,1.0,"Arctic Monkeys rock, indie, indie_rock, british, 00s Rock"
TRXXIQQ12903CAC8BA,Another Night,Mac Miller,"chillout, rap, hip_hop",Country,1.0,"Mac Miller chillout, rap, hip_hop Country"
TRCRYZP128F149293A,All Hell Breaks Loose,Misfits,"punk, hard_rock, 80s, hardcore, punk_rock",Punk,1.0,"Misfits punk, hard_rock, 80s, hardcore, punk_rock Punk"
TRPEZXS128F4222734,Telling Them,Starsailor,"rock, alternative, indie, indie_rock, downtempo, britpop",,1.0,"Starsailor rock, alternative, indie, indie_rock, downtempo, britpop "
TRKDPAS128F42B9156,Penny Dreadfuls,Animal Collective,"indie, pop, experimental, folk, psychedelic, piano, screamo",Rock,1.0,"Animal Collective indie, pop, experimental, folk, psychedelic, piano, screamo Rock"
TRXRGSJ128F424E3BE,Fly Low Carrion Crow,Two Gallants,"indie, folk",,1.0,"Two Gallants indie, folk "
TRHOANO128F93269FD,As I Rise,The Decemberists,"indie, folk, indie_rock, chillout, indie_pop, downtempo, 00s",Rock,1.0,"The Decemberists indie, folk, indie_rock, chillout, indie_pop, downtempo, 00s Rock"
TRLGJHJ128F934651A,The Innocent,Goldfinger,"punk, ska",Punk,1.0,"Goldfinger punk, ska Punk"
TRORGHU128F931AD9B,Blue (Da Ba Dee),Eiffel 65,"electronic, pop, dance, 90s, techno",,1.0,"Eiffel 65 electronic, pop, dance, 90s, techno "
TRRSNRZ12903CF4474,Snow Bound,Arch Enemy,"instrumental, death_metal, thrash_metal, melodic_death_metal",Metal,1.0,"Arch Enemy instrumental, death_metal, thrash_metal, melodic_death_metal Metal"
TRFUTZB12903D0658F,Cry of the Brave,DragonForce,power_metal,Metal,1.0,DragonForce power_metal Metal
TRDAOFD12903CFF4EF,Taking Back My Soul,Arch Enemy,"metal, death_metal, melodic_death_metal",,1.0,"Arch Enemy metal, death_metal, melodic_death_metal "
TRZDFXU128F428FD54,If Love Is A Red Dress (Hang Me In Rags),Maria McKee,"singer_songwriter, soundtrack, country",,1.0,"Maria McKee singer_songwriter, soundtrack, country "
TRAOPAF128F146C883,Sweet Harmony,The Beloved,"electronic, pop, dance, 80s, chillout, 90s, synthpop",,1.0,"The Beloved electronic, pop, dance, 80s, chillout, 90s, synthpop "
TRGAWCB128F4260DE6,End of the World Party,"Medeski, Martin and Wood","jazz, instrumental, funk, lounge",,1.0,"Medeski, Martin and Wood jazz, instrumental, funk, lounge "
